specObjID,ra,dec,redshift,z_err,distance,g,r,w1_mag,w2_mag
517996727676987392,49.4522,-7.6168486,0.01438588,6.359268E-06,931.282751922822,14.13421,13.3327,10.13386,10.1844
1214947748281870336,21.023901,0.984723,0.006876579,6.411316E-06,935.532572643713,18.55903,18.25223,16.33615,17.07813
783761887031486464,20.984814,0.20849277,0.007994465,2.938509E-06,939.643384172858,16.91262,16.50329,14.03553,13.98197
516791113177131008,49.373816,-8.145242,0.006807831,2.021487E-05,945.536794499792,15.63315,15.03241,12.39469,12.40426
745507952315623424,24.378414,-8.8854796,0.006015546,3.347957E-05,948.031640601421,15.60723,15.11474,12.78708,12.97577
745509602103158784,24.378414,-8.8854796,0.006009616,4.306871E-05,948.031640601421,15.60723,15.11474,12.78708,12.97577
783684646339635200,20.810811,-0.7007551,0.006624972,5.183166E-06,954.927126926257,16.09936,15.69464,13.18284,13.08929
1216128348774754304,20.57638,1.098356,0.007710534,2.416186E-05,962.30865540191,18.77066,18.40115,16.3216,16.39493
1689016773732493312,20.576373,1.098359,0.007658915,3.125562E-05,962.309074122334,18.77066,18.40115,16.3216,16.39493
449323153756284928,20.55775,0.95872957,0.007370841,7.119095E-06,963.517210106694,15.55176,15.29594,12.01601,12.52426
783746493868697600,20.522977,0.08522781,0.007569477,1.232163E-05,967.775246583741,17.24006,16.84811,14.54227,14.66666
1216127249263126528,20.482335,1.152996,0.008184333,2.552527E-05,967.933887444697,19.27368,19.08938,17.17092,-9999
1689005778616215552,20.482335,1.152989,0.008170368,3.487687E-05,967.933888841582,19.27368,19.08938,17.17092,-9999
449344044477212672,20.503104,0.26989209,0.01268083,6.2287E-06,968.276418487672,16.78407,16.4107,14.30208,14.2664
483091080040966144,25.701315,13.155996,0.00271248,1.068106E-05,968.878171025837,13.99949,13.54432,11.15153,11.21676
517967865496758272,50.572796,-7.0906822,0.009040033,1.279863E-05,971.110526859864,13.63757,12.93525,9.987538,10.01527
449331674971400192,20.338844,0.09040488,0.01265891,1.996488E-05,978.777326892459,14.97773,14.57298,12.15306,12.10058
1214944999502800896,20.337055,0.092493,0.01250974,6.041061E-06,978.876077625581,17.55561,17.75488,15.74156,16.54238
1216131647309637632,20.304418,0.186943,0.01279736,1.084618E-05,980.469207125866,17.77827,17.53218,15.78155,-9999
448264598466881536,20.262345,0.85145792,0.008134025,5.950108E-06,981.353545667119,17.2219,16.95809,14.78012,14.7566
483098776622360576,25.530665,13.293538,0.002659677,6.410643E-06,981.710679071676,16.54212,16.28996,14.48828,14.70284
479633941645518848,25.530665,13.293538,0.002665538,2.017929E-05,981.710679071676,16.54212,16.28996,14.48828,14.70284
479653732854818816,25.760045,13.64504,0.002856168,1.336742E-05,988.289055864657,18.40809,16.68767,9.008209,7.683506
1216115704391034880,20.131453,1.255348,0.0150172,7.503569E-06,988.980214883624,18.39554,18.06899,16.0234,16.10409
448254427984324608,19.994648,0.72231512,0.01462073,3.957223E-05,997.602152828817,17.16301,16.7754,14.59663,14.56775
1688973892779010048,19.994598,0.722308,0.01467466,3.718424E-05,997.605163571257,17.16301,16.7754,14.59663,14.56775
12470631886576965632,21.392476,7.9896782,0.009771243,8.958472E-06,998.036544835941,19.99931,20.03957,-9999,15.6117
2622368280089749504,21.392442,7.990111,0.009747314,5.845874E-06,998.048742549036,18.12446,18.33743,15.97671,17.73635
448138704385501184,20.028474,-0.20536986,0.005809776,2.912679E-05,998.674014690325,15.36449,14.94581,12.75776,12.77906
745456275789211648,23.093051,-8.6339686,0.0131961,5.858783E-06,999.720810849855,17.71534,17.46388,15.68633,15.54221
745459573804001280,23.093051,-8.6339686,0.01318563,6.224963E-06,999.720810849855,17.71534,17.46388,15.68633,15.54221
